date,temperature_2m,relative_humidity_2m,solar_radiation,wind_speed_10m
2020-11-09,23.86,85.52,5.6784,1.95
2020-11-10,23.3,91.91,4.0056,2.52
2020-11-11,23.49,85.38,4.2259,1.98
2020-11-12,24.05,85.88,4.8353,1.18
2020-11-13,24.17,82.61,5.4365,1.75
2020-11-14,24.14,87.42,5.9105,2.56
2020-11-15,24.18,90.6,4.9903,2.85
2020-11-16,23.73,90.14,4.8917,2.83
2020-11-17,23.92,85.83,5.0066,2.72
2020-11-18,24.02,87.24,5.1038,2.49
2020-11-19,24.13,87.18,5.4209,2.29
2020-11-20,24.28,83.65,5.9222,2.03
2020-11-21,23.72,88.88,5.2915,2.03
2020-11-22,23.59,90.24,4.7558,2.53
2020-11-23,23.84,88.89,3.246,2.35
2020-11-24,23.93,89.31,4.3126,2.77
2020-11-25,23.81,86.87,4.8598,2.56
2020-11-26,23.8,87.77,4.8029,2.67
2020-11-27,23.25,89.6,3.0595,3.07
2020-11-28,23.81,86.14,5.0381,2.3
2020-11-29,23.85,87.7,5.5133,2.78
2020-11-30,23.72,87.58,4.7131,1.87
2020-12-01,23.9,91.07,4.0094,1.88
2020-12-02,24.45,88.16,4.7645,1.73
2020-12-03,24.8,84.06,5.1048,1.06
2020-12-04,24.29,89.78,4.7357,1.21
2020-12-05,24.19,88.54,5.4766,2.15
2020-12-06,23.66,91.06,2.8121,1.36
2020-12-07,24.11,88.76,4.8864,1.69
2020-12-08,23.76,86.97,4.0829,2.47
2020-12-09,24.23,83.97,5.155,1.62
2020-12-10,24.54,82.58,5.3964,1.68
2020-12-11,24.61,83.66,5.5997,1.43
2020-12-12,24.34,85.53,5.329,1.74
2020-12-13,24.16,85.15,5.7422,2.07
2020-12-14,23.55,88.52,4.5768,1.49
2020-12-15,23.74,85.51,4.5982,1.94
2020-12-16,23.09,89.46,4.0582,2.82
2020-12-17,22.46,93.11,3.9883,2.96
2020-12-18,22.89,94.87,0.4692,3.23
2020-12-19,24.07,83.57,4.5612,2.24
2020-12-20,23.78,87.5,4.3505,1.92
2020-12-21,23.39,88.03,4.6514,2.9
2020-12-22,23.53,86.2,5.8802,2.53
2020-12-23,23.13,88.81,4.7597,2.86
2020-12-24,23.31,88.28,5.3052,2.32
2020-12-25,22.78,93.26,0.984,2.27
2020-12-26,23.44,89.65,4.3452,1.54
2020-12-27,24.1,85.63,4.2283,0.94
2020-12-28,22.92,92.1,2.4094,1.79
2020-12-29,23.85,83.11,4.3342,1.52
2020-12-30,23.18,89.04,5.003,2.15
2020-12-31,23.14,89.23,4.961,2.54
2021-01-01,22.64,91.03,3.624,2.69
2021-01-02,22.29,95.13,3.984,3.14
2021-01-03,22.66,90.12,3.186,3.28
2021-01-04,22.59,89.32,3.019,3.19
2021-01-05,23.3,88.59,4.285,3.27
2021-01-06,24.02,88.55,3.9653,2.92
2021-01-07,23.01,88.97,2.9959,2.29
2021-01-08,23.51,86.93,4.5994,1.44
2021-01-09,23.15,90.91,4.986,1.24
2021-01-10,23.42,89.51,4.3836,2.4
2021-01-11,22.35,92.79,2.4958,2.41
2021-01-12,23.17,93.51,2.8675,2.35
2021-01-13,23.23,90.49,3.4018,2.0
2021-01-14,23.67,89.29,2.9693,2.25
2021-01-15,23.61,88.71,4.1035,1.99
2021-01-16,23.45,87.75,3.8726,1.81
2021-01-17,23.1,88.63,3.4118,2.79
2021-01-18,21.73,92.34,1.6889,2.39
2021-01-19,23.83,88.93,4.3126,1.88
2021-01-20,23.9,88.04,4.5499,1.14
2021-01-21,23.37,91.02,4.8127,1.0
2021-01-22,23.46,87.63,3.6161,1.55
2021-01-23,23.89,84.29,4.5209,1.29
2021-01-24,23.5,85.82,5.369,2.18
2021-01-25,23.53,87.45,5.1202,2.71
2021-01-26,23.23,85.56,5.0947,2.61
2021-01-27,22.76,86.9,5.6429,3.29
2021-01-28,22.54,88.32,5.2056,2.92
2021-01-29,21.84,88.3,4.0735,4.15
2021-01-30,21.67,88.91,4.0435,4.3
2021-01-31,22.18,88.82,5.1934,3.9
2021-02-01,23.09,87.75,3.1627,3.37
2021-02-02,23.54,85.09,4.0786,2.2
2021-02-03,22.91,86.46,4.9714,3.05
2021-02-04,22.69,86.62,5.0033,3.34
2021-02-05,23.39,87.69,4.8077,2.65
2021-02-06,22.97,84.45,5.5687,3.17
2021-02-07,23.21,89.45,4.1443,2.62
2021-02-08,21.74,93.79,3.1183,2.71
2021-02-09,23.04,87.71,5.1463,1.16
2021-02-10,24.25,85.67,5.0642,1.3
2021-02-11,23.85,89.57,5.2577,1.4
2021-02-12,23.51,91.72,4.8139,1.48
2021-02-13,24.5,85.82,5.189,1.55
2021-02-14,23.04,94.41,4.9447,1.72
2021-02-15,23.5,89.29,5.4156,1.93
2021-02-16,23.31,87.17,2.5625,2.47
2021-02-17,22.12,85.98,4.3274,2.72
2021-02-18,21.81,90.01,4.7258,4.05
2021-02-19,21.76,90.82,3.9689,5.05
2021-02-20,21.01,94.95,2.4874,4.38
2021-02-21,22.75,96.38,0.5285,3.25
2021-02-22,23.94,89.38,5.8738,1.18
2021-02-23,24.54,85.42,5.9609,1.21
2021-02-24,23.54,84.81,6.3377,2.79
2021-02-25,22.98,82.71,6.2357,1.88
2021-02-26,23.99,83.01,5.923,1.46
2021-02-27,23.57,83.91,6.0156,1.99
2021-02-28,23.95,87.76,4.6061,2.63
2021-03-01,23.75,85.18,5.8886,2.39
2021-03-02,23.6,86.01,6.3389,3.0
2021-03-03,22.35,83.16,6.3984,3.49
2021-03-04,22.44,84.55,6.6672,3.21
2021-03-05,22.55,86.1,6.3118,3.16
2021-03-06,22.35,84.47,6.51,3.3
2021-03-07,22.27,85.38,6.4572,3.53
2021-03-08,22.75,87.72,5.6412,2.57
2021-03-09,22.73,88.58,5.3942,2.99
2021-03-10,21.88,92.78,3.0698,2.86
2021-03-11,22.24,90.24,3.0302,1.98
2021-03-12,23.04,90.47,3.7567,1.34
2021-03-13,23.81,87.15,4.9313,1.5
2021-03-14,24.15,84.05,6.1882,1.24
2021-03-15,24.34,87.64,6.3463,0.89
2021-03-16,24.54,85.98,6.3101,1.23
2021-03-17,23.43,86.62,6.295,2.01
2021-03-18,24.15,85.08,6.4099,2.57
2021-03-19,23.89,83.5,6.8098,2.44
2021-03-20,24.09,85.34,5.5709,1.88
2021-03-21,23.94,87.69,4.9363,2.61
2021-03-22,24.0,85.0,6.282,3.23
2021-03-23,23.58,85.46,6.3252,3.82
2021-03-24,23.71,87.02,4.5605,3.46
2021-03-25,23.97,84.41,6.6341,2.93
2021-03-26,23.02,82.84,6.8431,3.1
2021-03-27,23.87,86.95,5.2896,2.56
2021-03-28,23.89,86.28,5.7173,2.82
2021-03-29,24.04,84.78,5.862,2.59
2021-03-30,23.6,89.9,3.4733,1.05
2021-03-31,23.96,89.37,4.5293,1.71
2021-04-01,24.01,89.57,4.3142,2.05
2021-04-02,24.33,88.54,5.46,2.91
2021-04-03,23.89,83.35,6.6902,2.74
2021-04-04,23.57,84.13,7.0999,2.62
2021-04-05,23.54,85.55,6.275,2.89
2021-04-06,23.41,84.21,6.9238,2.47
2021-04-07,23.73,86.04,5.8109,2.51
2021-04-08,23.3,88.42,4.7244,1.95
2021-04-09,23.65,88.04,6.1375,1.96
2021-04-10,23.82,87.76,6.1169,2.11
2021-04-11,23.82,87.09,5.7991,2.31
2021-04-12,23.13,85.63,5.8726,1.82
2021-04-13,23.74,81.66,4.9476,1.73
2021-04-14,24.4,82.65,4.7062,1.5
2021-04-15,24.58,83.87,5.3086,1.84
2021-04-16,23.71,87.25,5.5843,1.85
2021-04-17,22.69,93.76,3.4529,2.86
2021-04-18,22.86,91.22,2.7509,4.67
2021-04-19,23.41,87.62,4.9627,4.7
2021-04-20,23.87,86.42,4.7388,3.91
2021-04-21,24.58,81.48,5.3462,2.08
2021-04-22,24.63,83.78,6.1682,1.63
2021-04-23,24.84,83.18,6.0847,2.03
2021-04-24,24.15,87.94,5.9302,2.68
2021-04-25,24.55,84.52,6.3058,2.6
2021-04-26,23.4,91.64,5.6839,2.65
2021-04-27,23.32,87.17,4.8173,1.84
2021-04-28,24.04,86.26,5.8334,2.08
2021-04-29,24.84,82.02,6.2035,1.99
2021-04-30,24.86,80.79,6.6917,1.71
2021-05-01,24.36,85.21,6.5714,2.06
2021-05-02,24.12,88.88,5.8039,2.69
2021-05-03,24.43,84.7,6.4118,3.09
2021-05-04,24.18,84.33,6.1829,2.91
2021-05-05,24.56,83.53,6.4978,3.41
2021-05-06,24.82,86.48,6.4634,3.14
2021-05-07,24.7,87.16,5.2939,2.66
2021-05-08,23.78,83.5,5.1638,2.64
2021-05-09,24.48,83.83,5.5368,2.09
2021-05-10,23.71,90.93,4.1988,1.82
2021-05-11,24.4,83.89,5.9177,2.15
2021-05-12,24.15,86.99,5.2243,2.56
2021-05-13,24.5,85.9,5.9902,3.05
2021-05-14,23.78,88.59,4.0939,3.0
2021-05-15,24.45,84.52,5.155,2.79
2021-05-16,24.55,83.86,5.6964,2.91
2021-05-17,24.92,86.36,5.5697,2.42
2021-05-18,24.6,89.08,2.8025,2.04
2021-05-19,24.76,85.83,4.7033,1.11
2021-05-20,24.37,89.59,4.6579,2.02
2021-05-21,23.72,93.35,4.1393,2.34
2021-05-22,24.29,86.49,6.0108,1.82
2021-05-23,24.57,85.36,6.6228,2.16
2021-05-24,25.23,81.69,5.4415,1.45
2021-05-25,24.52,85.56,4.8725,1.89
2021-05-26,24.79,83.45,5.741,1.38
2021-05-27,24.83,85.56,5.4218,1.55
2021-05-28,25.32,86.71,5.6414,1.42
2021-05-29,25.03,87.24,5.7907,1.62
2021-05-30,24.51,88.06,4.3478,1.32
2021-05-31,23.74,88.02,2.7,1.68
2021-06-01,22.93,94.45,1.014,3.28
2021-06-02,24.46,80.95,5.3434,2.4
2021-06-03,25.2,83.44,6.2736,1.26
2021-06-04,25.29,84.6,6.2383,1.62
2021-06-05,24.51,83.63,5.1931,1.01
2021-06-06,24.1,89.24,3.9379,1.48
2021-06-07,23.93,84.13,6.1567,1.87
2021-06-08,23.85,87.01,5.8567,1.76
2021-06-09,24.46,85.56,5.3429,1.75
2021-06-10,25.03,86.24,5.7895,1.43
2021-06-11,24.09,90.21,4.7182,1.72
2021-06-12,23.2,91.87,4.8098,1.55
2021-06-13,24.83,80.76,5.4571,1.04
2021-06-14,24.39,84.75,5.8903,0.99
2021-06-15,24.88,82.6,6.1586,1.3
2021-06-16,24.95,82.57,5.5426,1.45
2021-06-17,24.84,81.25,5.9875,1.0
2021-06-18,25.19,77.13,6.2436,0.88
2021-06-19,24.06,86.27,5.6441,2.59
2021-06-20,24.4,79.82,5.4456,1.58
2021-06-21,24.55,82.92,4.9226,1.48
2021-06-22,24.45,85.43,5.3904,1.39
2021-06-23,24.22,87.48,6.0871,1.33
2021-06-24,24.41,86.28,4.9478,0.95
2021-06-25,24.54,86.81,5.6938,1.62
2021-06-26,24.78,86.89,5.8699,1.51
2021-06-27,24.4,83.76,4.4887,1.41
2021-06-28,24.75,80.67,6.3106,0.75
2021-06-29,25.29,81.17,6.1406,1.19
2021-06-30,25.11,80.28,5.6527,1.29
2021-07-01,24.99,80.61,5.508,1.36
2021-07-02,24.33,84.51,4.2334,1.74
2021-07-03,24.05,87.65,3.635,2.34
2021-07-04,24.05,84.97,5.3472,2.03
2021-07-05,24.32,83.1,4.583,1.24
2021-07-06,22.95,93.92,4.345,2.07
2021-07-07,23.36,84.07,4.5358,2.6
2021-07-08,23.82,86.16,6.0646,1.98
2021-07-09,24.49,83.46,4.6145,1.39
2021-07-10,24.66,84.22,5.6818,1.34
2021-07-11,24.82,82.19,6.1438,1.87
2021-07-12,24.97,82.91,5.8538,1.95
2021-07-13,24.17,87.18,4.0646,1.58
2021-07-14,24.8,86.38,6.121,1.28
2021-07-15,24.73,89.17,5.8253,2.17
2021-07-16,23.67,87.73,4.631,2.36
2021-07-17,24.46,84.24,5.7305,1.83
2021-07-18,24.35,87.15,4.1916,1.96
2021-07-19,24.18,82.42,5.6378,2.23
2021-07-20,23.87,84.45,6.569,2.19
2021-07-21,24.19,83.84,6.15,2.95
2021-07-22,23.78,85.8,5.592,3.14
2021-07-23,23.89,84.07,5.9215,3.52
2021-07-24,24.14,81.66,6.1402,3.18
2021-07-25,24.21,84.01,6.8119,2.7
2021-07-26,24.21,82.47,6.2357,2.35
2021-07-27,24.59,82.75,5.5982,2.81
2021-07-28,25.1,81.29,5.5222,2.21
2021-07-29,25.56,77.67,6.4778,1.34
2021-07-30,25.51,80.01,5.4528,1.56
2021-07-31,24.45,83.89,6.0473,1.62
2021-08-01,25.07,79.51,6.4546,1.81
2021-08-02,24.75,83.57,6.4162,1.97
2021-08-03,24.39,85.0,6.0715,2.17
2021-08-04,25.37,79.68,5.9477,1.51
2021-08-05,25.8,79.21,5.0417,0.68
2021-08-06,24.46,83.73,5.5375,0.88
2021-08-07,25.38,77.38,5.9158,1.14
2021-08-08,24.33,76.78,2.2656,1.29
2021-08-09,23.59,76.03,2.5586,0.97
2021-08-10,24.21,80.74,5.201,0.74
2021-08-11,25.03,80.58,6.5585,1.19
2021-08-12,24.41,83.9,6.2928,2.49
2021-08-13,24.2,82.02,3.9576,1.32
2021-08-14,24.01,83.9,5.2231,1.22
2021-08-15,24.84,80.22,6.2954,1.35
2021-08-16,24.68,82.46,5.9482,2.22
2021-08-17,25.18,81.7,5.4386,1.39
2021-08-18,24.0,89.01,5.7312,1.2
2021-08-19,25.23,81.87,6.4171,0.77
2021-08-20,24.98,85.26,5.6376,1.38
2021-08-21,23.89,84.56,4.6812,0.94
2021-08-22,24.11,84.54,4.5847,1.2
2021-08-23,23.81,87.55,5.3134,2.0
2021-08-24,22.99,87.09,5.7353,1.33
2021-08-25,24.11,82.86,5.3098,1.46
2021-08-26,24.03,86.74,3.8117,2.25
2021-08-27,24.73,84.8,5.6148,1.69
2021-08-28,24.55,84.59,3.0343,1.29
2021-08-29,24.52,84.77,4.9246,1.01
2021-08-30,24.49,85.94,5.4437,1.76
2021-08-31,24.79,82.4,6.0391,1.72
2021-09-01,24.56,86.24,4.7674,1.68
2021-09-02,23.95,89.47,5.9926,1.7
2021-09-03,24.76,85.1,6.4985,1.51
2021-09-04,25.01,82.4,6.041,0.99
2021-09-05,24.13,86.42,4.9922,1.59
2021-09-06,23.64,88.05,1.7688,1.97
2021-09-07,23.93,87.89,3.7042,2.45
2021-09-08,24.0,87.87,4.7897,2.07
2021-09-09,24.39,84.89,4.8218,1.66
2021-09-10,23.99,87.06,5.729,2.53
2021-09-11,23.4,85.3,5.3813,1.16
2021-09-12,24.35,85.02,4.6428,1.79
2021-09-13,24.05,87.49,5.1466,1.67
2021-09-14,23.89,83.43,4.3574,1.8
2021-09-15,23.56,85.04,5.345,2.16
2021-09-16,23.67,86.12,4.8142,1.51
2021-09-17,24.27,84.44,4.6908,1.84
2021-09-18,23.62,85.41,6.1058,1.41
2021-09-19,24.18,83.8,5.7247,1.73
2021-09-20,23.2,91.21,4.1448,1.87
2021-09-21,23.01,91.92,5.9563,0.81
2021-09-22,23.52,86.32,5.3134,1.37
2021-09-23,23.91,85.14,6.1937,1.75
2021-09-24,24.02,85.56,5.8846,1.31
2021-09-25,24.52,79.4,4.2204,1.13
2021-09-26,24.69,83.63,5.9782,1.39
2021-09-27,25.0,82.76,6.4764,1.52
2021-09-28,24.99,86.49,5.7922,1.7
2021-09-29,25.66,81.55,5.8428,1.01
2021-09-30,25.39,84.92,4.7575,1.11
2021-10-01,25.08,85.79,6.1594,1.32
2021-10-02,24.81,86.12,5.8027,1.53
2021-10-03,24.59,82.89,3.3554,1.82
2021-10-04,23.49,87.6,4.3538,1.35
2021-10-05,24.11,86.83,4.7686,2.28
2021-10-06,23.86,80.33,5.6734,1.59
2021-10-07,23.83,85.74,6.2453,1.98
2021-10-08,23.06,91.61,1.9366,3.62
2021-10-09,22.01,91.1,1.537,4.63
2021-10-10,23.29,89.42,3.9079,5.56
2021-10-11,23.82,87.44,4.0985,4.27
2021-10-12,23.83,83.09,5.1192,2.58
2021-10-13,24.27,82.96,5.3729,1.49
2021-10-14,24.23,83.28,5.0369,1.52
2021-10-15,23.68,88.06,3.3696,1.2
2021-10-16,24.84,86.82,5.9803,1.18
2021-10-17,25.05,86.32,5.6462,1.51
2021-10-18,24.67,83.87,5.473,1.92
2021-10-19,24.56,86.75,5.5997,1.47
2021-10-20,24.81,85.3,4.5158,0.98
2021-10-21,23.58,89.44,5.5109,1.68
2021-10-22,24.13,85.46,4.3882,2.16
2021-10-23,23.6,87.83,4.4009,1.51
2021-10-24,24.79,79.46,4.8893,1.16
2021-10-25,24.28,87.31,6.0502,1.74
2021-10-26,24.07,89.67,5.3134,2.03
2021-10-27,24.39,88.05,4.2727,2.34
2021-10-28,25.09,82.76,5.9093,1.62
2021-10-29,24.72,82.78,5.5466,2.14
2021-10-30,24.34,85.34,5.5284,1.99
2021-10-31,23.2,84.83,2.7898,2.27
2021-11-01,23.76,82.81,5.1158,1.94
2021-11-02,23.59,86.17,3.6199,2.38
2021-11-03,24.08,85.74,4.9716,1.72
2021-11-04,24.88,85.63,5.4113,1.46
2021-11-05,24.54,81.82,5.6738,1.56
2021-11-06,24.08,82.2,5.7946,1.83
2021-11-07,24.44,89.48,5.2896,1.63
2021-11-08,24.12,88.84,5.8186,2.83
2021-11-09,24.19,92.39,1.8982,2.37
2021-11-10,24.05,87.19,4.9805,2.59
2021-11-11,24.31,87.25,5.01,2.41
2021-11-12,23.35,88.1,3.5868,2.32
2021-11-13,23.83,86.02,4.9994,1.87
2021-11-14,24.28,86.17,5.0782,1.64
2021-11-15,23.93,91.17,5.153,1.93
2021-11-16,23.96,82.57,4.8809,1.02
2021-11-17,23.96,86.85,4.9522,1.85
2021-11-18,24.09,88.99,5.3302,1.39
2021-11-19,24.14,88.9,5.1816,1.08
2021-11-20,24.75,86.88,5.2214,1.1
2021-11-21,25.17,85.12,5.1802,1.46
2021-11-22,24.74,85.81,4.841,1.49
2021-11-23,23.99,87.71,4.6332,2.67
2021-11-24,23.38,89.16,5.0976,2.65
2021-11-25,23.39,85.89,2.5687,1.88
2021-11-26,23.73,86.11,4.2526,1.65
2021-11-27,23.61,87.66,4.2386,2.06
2021-11-28,23.98,88.73,4.1172,2.48
2021-11-29,23.46,88.29,4.6942,2.21
2021-11-30,23.57,79.37,4.6565,1.54
2021-12-01,24.08,81.15,5.2193,1.51
2021-12-02,23.81,88.06,4.303,1.83
2021-12-03,22.87,95.74,0.9566,3.09
2021-12-04,22.41,90.65,4.4098,3.09
2021-12-05,22.41,91.31,4.2674,3.2
2021-12-06,22.54,90.29,4.5122,2.58
2021-12-07,22.98,90.84,3.3778,2.71
2021-12-08,23.25,87.23,3.9775,1.55
2021-12-09,23.38,96.68,2.7626,3.19
2021-12-10,24.02,92.46,2.1679,2.68
2021-12-11,24.21,88.19,5.1173,2.5
2021-12-12,24.21,88.74,5.0203,2.21
2021-12-13,23.95,87.47,4.6435,2.54
2021-12-14,23.1,92.72,2.803,3.39
2021-12-15,22.9,92.51,2.383,2.78
2021-12-16,22.79,95.12,0.36,5.95
2021-12-17,24.63,84.87,4.4758,2.98
2021-12-18,24.3,86.44,5.5769,1.64
2021-12-19,23.95,87.05,5.142,2.77
2021-12-20,23.52,87.42,5.5368,2.87
2021-12-21,22.65,86.73,3.3665,2.79
2021-12-22,23.04,86.37,3.251,2.38
2021-12-23,22.24,90.66,5.0964,2.55
2021-12-24,22.28,90.88,4.4628,2.48
2021-12-25,22.73,90.14,4.9646,3.14
2021-12-26,22.83,87.14,4.866,2.96
2021-12-27,22.84,89.69,4.1112,2.83
2021-12-28,22.49,92.67,3.7536,3.14
2021-12-29,21.69,90.25,1.8823,3.17
2021-12-30,22.85,92.43,3.7915,3.5
2021-12-31,22.55,90.29,3.4502,2.78
2022-01-01,22.82,90.96,4.3123,3.58
2022-01-02,23.7,88.22,3.8642,3.95
2022-01-03,22.94,92.45,4.0903,3.91
2022-01-04,21.95,89.75,4.5622,3.14
2022-01-05,22.08,88.13,4.7359,3.05
2022-01-06,22.06,87.13,5.035,2.63
2022-01-07,22.53,88.08,5.2282,2.38
2022-01-08,23.2,88.06,5.3755,2.1
2022-01-09,23.61,84.02,4.963,2.29
2022-01-10,22.72,82.98,5.3772,2.12
2022-01-11,23.54,87.3,5.4329,2.11
2022-01-12,23.09,89.69,4.4719,3.23
2022-01-13,22.68,91.3,2.7425,3.93
2022-01-14,21.46,87.93,3.6744,4.0
2022-01-15,21.46,87.99,4.9097,3.24
2022-01-16,21.71,94.16,3.1366,3.74
2022-01-17,22.21,93.17,3.0638,3.67
2022-01-18,22.32,91.34,4.5041,3.13
2022-01-19,22.93,85.12,5.5483,2.47
2022-01-20,22.93,85.79,5.4041,2.35
2022-01-21,22.42,86.58,5.8214,2.6
2022-01-22,22.12,89.03,5.0837,2.25
2022-01-23,22.77,88.83,3.816,1.9
2022-01-24,22.32,92.85,3.2119,2.38
2022-01-25,22.58,95.38,1.3099,2.94
2022-01-26,23.56,87.68,4.7302,3.65
2022-01-27,23.63,87.71,4.4729,2.7
2022-01-28,23.02,87.86,5.0978,2.12
2022-01-29,23.74,82.05,6.0658,1.0
2022-01-30,24.12,82.29,5.4667,1.33
2022-01-31,23.42,85.47,5.4439,2.49
2022-02-01,22.45,87.07,4.98,2.78
2022-02-02,22.04,87.97,4.9906,2.95
2022-02-03,21.79,84.61,3.5071,2.94
2022-02-04,21.64,89.44,3.1951,3.52
2022-02-05,21.91,85.49,5.3304,3.94
2022-02-06,22.98,87.36,4.9409,4.34
2022-02-07,22.64,86.07,5.1612,3.91
2022-02-08,23.3,90.26,3.6204,3.34
2022-02-09,23.07,88.59,3.7714,3.15
2022-02-10,22.79,89.26,2.8555,2.86
2022-02-11,23.71,89.47,3.2446,3.08
2022-02-12,23.07,85.51,5.0326,2.97
2022-02-13,23.17,87.06,5.0914,2.44
2022-02-14,23.56,85.95,5.7806,2.79
2022-02-15,23.18,87.6,4.6601,2.68
2022-02-16,22.79,87.38,5.9849,2.58
2022-02-17,22.25,84.21,6.2849,3.05
2022-02-18,22.79,88.28,4.3553,2.84
2022-02-19,23.3,87.59,3.3504,3.08
2022-02-20,22.5,88.74,3.1615,2.02
2022-02-21,22.27,86.47,4.1441,3.02
2022-02-22,21.77,87.13,4.6541,3.2
2022-02-23,22.54,85.31,5.6866,3.06
2022-02-24,22.81,87.39,4.5446,3.0
2022-02-25,21.65,90.28,2.1238,3.27
2022-02-26,23.12,89.6,3.8494,3.76
2022-02-27,23.31,87.36,4.8108,3.25
2022-02-28,22.87,84.89,5.1492,3.0
2022-03-01,23.56,86.52,3.8834,3.33
2022-03-02,23.02,88.17,5.0964,2.94
2022-03-03,24.09,84.33,5.3981,2.75
2022-03-04,24.08,85.81,6.4339,2.27
2022-03-05,23.6,88.99,4.7045,2.31
2022-03-06,22.32,94.41,1.8341,2.96
2022-03-07,23.6,92.18,3.6302,3.43
2022-03-08,23.91,89.36,4.1006,3.14
2022-03-09,24.18,89.68,4.0534,2.96
2022-03-10,24.26,86.11,4.9946,2.49
2022-03-11,24.5,86.24,5.6362,2.5
2022-03-12,24.44,86.78,4.9454,1.93
2022-03-13,24.94,84.47,5.7029,2.07
2022-03-14,24.1,88.41,5.7262,2.24
2022-03-15,24.36,86.75,4.9889,1.65
2022-03-16,24.29,86.22,5.7094,2.3
2022-03-17,23.67,89.14,5.6669,2.7
2022-03-18,24.5,83.77,5.6789,1.9
2022-03-19,24.55,84.72,5.7835,2.39
2022-03-20,23.25,87.37,5.0011,3.15
2022-03-21,22.89,87.62,3.7486,2.46
2022-03-22,24.01,84.34,5.4742,2.11
2022-03-23,24.39,82.25,5.3508,2.06
2022-03-24,24.37,84.24,5.0962,2.7
2022-03-25,23.93,84.96,5.9232,2.86
2022-03-26,22.62,87.76,5.2644,2.28
2022-03-27,22.96,89.41,2.911,2.79
2022-03-28,24.02,82.76,4.95,2.38
2022-03-29,23.81,84.93,6.6257,2.72
2022-03-30,24.04,85.13,6.8376,2.19
2022-03-31,24.07,84.5,6.1543,2.31
2022-04-01,23.15,89.1,5.3784,2.05
2022-04-02,23.44,87.71,4.1983,2.91
2022-04-03,23.38,87.57,4.4162,2.11
2022-04-04,23.5,89.82,5.7194,2.53
2022-04-05,23.3,91.96,1.74,2.36
2022-04-06,22.72,91.9,1.5046,1.54
2022-04-07,22.78,92.9,4.0903,2.08
2022-04-08,23.19,89.66,4.3514,1.71
2022-04-09,22.19,92.52,3.383,3.29
2022-04-10,23.1,86.41,4.2274,4.89
2022-04-11,23.61,89.95,4.7671,4.18
2022-04-12,23.21,92.09,3.0408,5.31
2022-04-13,23.22,88.13,4.979,3.31
2022-04-14,23.19,85.14,5.5219,2.08
2022-04-15,23.23,86.6,6.6833,1.18
2022-04-16,24.24,85.93,6.1226,1.72
2022-04-17,24.35,85.4,6.023,2.14
2022-04-18,23.59,88.67,6.0144,2.72
2022-04-19,23.96,88.96,5.593,2.71
2022-04-20,24.35,88.29,5.617,2.15
2022-04-21,24.13,87.72,5.5769,2.74
2022-04-22,24.0,84.31,6.5059,2.48
2022-04-23,23.42,86.02,6.0458,2.38
2022-04-24,24.39,80.82,6.2887,2.33
2022-04-25,24.36,84.96,5.8106,2.51
2022-04-26,24.26,88.53,4.5806,1.98
2022-04-27,23.69,87.74,5.5258,3.34
2022-04-28,23.49,88.08,4.5883,2.45
2022-04-29,24.24,84.81,5.1564,1.92
2022-04-30,24.74,81.97,4.9721,1.87
2022-05-01,23.88,88.55,5.2644,2.12
2022-05-02,23.93,88.25,2.779,1.31
2022-05-03,23.51,90.92,3.8498,2.07
2022-05-04,24.73,86.19,4.5689,3.41
2022-05-05,24.76,86.78,4.9114,2.54
2022-05-06,24.51,83.85,6.4104,2.82
2022-05-07,24.53,86.86,6.4039,3.32
2022-05-08,24.64,89.31,4.9428,3.16
2022-05-09,24.9,89.96,4.2684,2.74
2022-05-10,24.56,88.47,3.9636,1.74
2022-05-11,24.82,85.24,5.8886,2.1
2022-05-12,24.79,85.23,6.485,2.53
2022-05-13,23.85,89.62,4.7402,1.7
2022-05-14,23.79,90.6,5.201,1.42
2022-05-15,24.13,85.44,4.0022,1.29
2022-05-16,24.81,82.78,5.9868,0.99
2022-05-17,24.79,85.59,5.5375,1.32
2022-05-18,24.71,85.17,5.6318,2.11
2022-05-19,22.99,87.33,6.227,2.38
2022-05-20,24.07,84.02,6.1817,1.28
2022-05-21,23.4,92.12,4.6006,0.9
2022-05-22,23.83,88.94,5.3474,0.79
2022-05-23,24.93,81.71,6.0377,1.06
2022-05-24,24.79,80.7,4.6262,1.39
2022-05-25,23.54,81.99,4.885,2.13
2022-05-26,23.89,84.52,4.1184,1.87
2022-05-27,24.12,84.05,4.0675,1.76
2022-05-28,24.54,81.33,5.3774,1.22
2022-05-29,24.91,81.2,6.103,1.25
2022-05-30,22.63,92.45,2.4614,2.02
2022-05-31,23.8,83.09,6.6444,0.96
2022-06-01,24.86,82.34,6.3698,1.6
2022-06-02,25.31,79.91,5.4586,1.1
2022-06-03,24.95,82.26,5.7228,1.15
2022-06-04,24.85,82.65,5.8099,1.49
2022-06-05,23.86,88.06,3.4805,1.43
2022-06-06,25.13,79.71,6.3259,0.66
2022-06-07,24.61,86.03,5.8109,1.26
2022-06-08,23.97,88.24,4.8823,1.3
2022-06-09,24.46,80.39,5.8646,1.07
2022-06-10,24.99,81.53,5.2246,1.04
2022-06-11,23.89,86.52,5.2272,1.22
2022-06-12,24.74,82.66,5.5411,1.35
2022-06-13,24.76,82.22,5.5872,0.95
2022-06-14,24.77,82.62,4.3495,1.46
2022-06-15,24.89,80.35,6.5393,1.59
